clean_text,label_name,pred_name
giao sang không quan tâm long co trung_thực không,Clean,Hate
thế à,Clean,Offensive
sống chậm thôi : ) ),Clean,Offensive
cái này reset tiền thưởng 😂,Clean,Hate
chi đep gái phúc_hậu quá,Clean,Offensive
nghe quá nhiều chuyện cười không tốt nha,Clean,Hate
"ừm thế đấy , chữ_nhân_dân hiện_diện trên khắp_danh xưng cơ_quan chính_phủ , nhưng dân chỉ như cọng cỏ cọng rác bên đường mà họ nhân_danh .",Clean,Hate
trần thị nhung bgd phản_hồi cmt nhung 😗,Clean,Hate
ai không chảy mồ_hôi mà cũng không rơi nước_mắt chỉ bị chảy nước_dãi giống như em không : vậy,Clean,Hate
cô la nhất nhất nhất_nhất cô ơi . ! khoái câu clip trc “ xả tóc xụ xụ như ma đụ đống rơm ” z 🤣,Clean,Offensive
cô minh hiếu dễ_thương duyên_dáng chân_chất quá 😊 mê cô từ đây,Clean,Offensive
: ) không hiểu luôn,Clean,Hate
muốn phản_ak ! lên phường : ),Clean,Offensive
tiên_tri vũ_trụ mà số thầy để ruồi nó bu / ka ka không tiên_tri mình xem nhiễm không,Clean,Offensive
"nói_chung các bạn thấy ng khác chửi thì chửi theo , nhưng nếu đứng 1 mình thì các bạn không dám chắc với quyết_định mình đâu .",Clean,Hate
"a đừng giống chị tịp đấy nhé , thông_báo cách_li tại nhà rồi đi quán uống cafe . ☺ ️",Hate,Clean
không lấy vợ sớm thầy cua luôn ngọc trinh r,Clean,Offensive
lông ngông_cuồng chết cũng đâu sao . hay ! co thương nghi quỹ vừa lùn vừa trọc phỏng_vấn đúng rồi xạo ke,Hate,Offensive
hiếu bến tre lũ người haha cặn_bã,Hate,Clean
"hay thật hay , hihih",Clean,Offensive
qua streaming house mà không gặp được ai,Clean,Offensive
chửi để cứu nhân độ thế ahaha,Clean,Hate
linh_chi uh,Clean,Offensive
sau khi ngạn rời khỏi làng đo đo thì bắt_gặp một người tộc_trưởng kì_lạ : ) ),Clean,Offensive
bảo_hiểm tự_nguyện cá_nhân . nhưng cá_nhân đi đóng bh . thì đòi phải đóng toàn_bộ số nguoi hộ_khẩu . ( $ . . ? . . ! ),Clean,Hate
em hỏi cái nhẹ mội người ơi nay tộc_trưởng không live stream hả mọi người ?,Clean,Hate
sợ chưa sợ chưa 🤣,Clean,Offensive
lỗi này do lửa cháy to quá nhé .,Clean,Offensive
thối quá rồi,Clean,Offensive
"nguyễn ngọc trinh cố_tình không hiểu vấn_đề hay không hiểu vấn_đề vậy bạn , ở bên anh ngta không chịu xét_nghiệm , ngta bắt tự cách_ly ở nhà , quốc_tịch việt nam thì về việt nam chữa_trị , làm đúng thủ_tục rồi mà cứ sồn_sồn lên",Clean,Hate
nao book vé đi xem e ơi nhung . nghe vẻ hấp_dẫn 😝 😝,Clean,Offensive
3 : 21 coi tớ khúc này mà shock á chời ạ ! ! nào h tưởng cô con_gái chính_hiệu ai đâu biết chuyển giới = ) ),Clean,Offensive
múp thích mà 😁,Clean,Offensive
còn tôi thì sao ?,Clean,Offensive
thùy linh ủa từ cùi bắp mày mà,Clean,Hate
nghe vẻ hợp_lý nhưng cũng không hợp_lý tý nào,Clean,Offensive
thỉnh_kinh xong lại về đi chơi noel nhé : ) ),Clean,Offensive
"bao vu share cậu chút tt như_vậy . dịp đi chơi , công_tác hoặc cv tới bg có_thể ghé lại . hihi",Clean,Offensive
huỳnh khắc trung gia_đình này cô cái ng không dội tolet đó cô nói ai ? 😳,Clean,Hate
33 người rồi sao trường mình chưa nghỉ học : ( (,Clean,Offensive
nguyễn thiên_ngọc tùy theo cảm_nhận mỗi người ông ạ đâu phải ai nghe cũng khen hay đâu,Clean,Hate
vl fake,Offensive,Clean
. _ . má ngàn likee,Clean,Offensive
"tuyệt_vời , vị quân sử chúng_ta vẫn yên_ổn",Clean,Hate
"truth finder , nhung ban chât va tâm tinh khác nhau , đoi hai người sinh_đôi con không giông tinh nhau , huông hô la hai dân tôc , hai quốc_gia khác nhau",Clean,Hate
sam sung cùi bắp sao chơi lại,Clean,Offensive
phải cười thật tươi 😂,Clean,Offensive
nghe nói a không ngăn_cản chuyện giới_tính 🤣,Clean,Offensive
nguyễn thị hồng lê diễn rồi hả cưng ? không hay à ? chán_thế,Clean,Hate
các ông thì lắm lí_do . yêu con người_ta chủ_yếu cứ đòi thịt con người_ta nuôi nặng đẻ đau . chán cơm thèm phở lí_do .,Clean,Hate
dung la gian sang de doi ban tanh kho doi do ban qua,Clean,Offensive
"né rồi sao mà học , học ngu sao : ) )",Clean,Hate
nguyễn ngọc linh đâu phải rãnh để xét_nghiệm corona đâu,Clean,Hate
sống thế_nào đừng để chim ỉa lên đầu các bạn : ' (,Clean,Hate
dương tiến đạt bạn ấy ng tuyên quang đâu chung thành_phố,Clean,Offensive
anh độ ơi,Clean,Hate
lâm khánh chi ngày_càng đẹp,Clean,Offensive
ông lấy ảnh tôi đăng mà chả nói gì 🙄,Clean,Offensive
idol con_gái tao kìa 🤣,Clean,Hate
cả nước vn sẽ chửi vào mặt bọn nó .,Hate,Offensive
vui_vẻ không quạo 😅,Clean,Hate
phát_triển không ngừng 😃,Clean,Hate
"khuyên các em em nào học_lực trung_bình ham chơi mà đỏ chép được bài thì cũng vào mấy trường trung trung thôi , vào mấy trường khó đéo ra được trường đâu , như a chẳng_hạn : ( (",Clean,Hate
trần diên dưỡng cả cầu_trượt sói với cáo kìa 😆,Clean,Hate
ô nói hay quá . giọng nỏi rất khoẻ . con kính chúc ô . sống vui sống khoẻ . ok .,Clean,Offensive
cảm_động quá 😢,Clean,Offensive
thông_minh . biết đem lên cao để làm con chốt thí_mạng nên rút liền,Clean,Offensive
"cháu bé thôi mà , cần phải làm vậy",Clean,Hate
khịa cực mạnh,Clean,Hate
mấy đứa lo học_hành làm_việc tốt đi . chuyện đó để nhà_nước lo . đừng phí sức lo mà ốm .,Clean,Hate
em ái_mộ chị minh hiếu quá,Clean,Offensive
cái đờ mờ : (,Offensive,Clean
abe up kênh mới để e sub nào : ) ) phạm khánh,Clean,Hate
"ai thích banh bóng thì vào fb hoàng cửu long xem nhận_định kèo nhé anh_em , thấy nhận_định rất hay chốt kèo ra phải 80 % chuẩn nhé , vào xem thích thì bình_luận vui chứ không phải bán tips hay gì đâu nhé .",Clean,Hate
cô này ma làm clip ca đàng_hoàng la nhận nút bạc,Clean,Hate
make up quân nguyễn . hair pu lê . đẹp xuất_sắc,Clean,Hate
kêu_vậy thầy giận,Clean,Hate
đây ảnh hai năm trc 😌 các idols hàn quốc học theo tẹt nhà_tớ 😂 đức tài nhung nhung,Clean,Hate
nhìn như con bóng lải cái 🤣,Offensive,Hate
"trưa nóng 2 bố con làm tí cỏ ăn nó ngon , ngũ nó đúng bữa : ) )",Clean,Offensive
xàm lồn quá thằng bóng ơi,Hate,Offensive
r bút này bán theo size không ? ?,Clean,Offensive
hi_ga co ngoanh mo vê rưng thôi,Clean,Hate
trời má ơi . bả chửi nữa hả hả .,Clean,Offensive
anh nguyen gà 🙂,Clean,Offensive
"cương đặng mày chắc dân miền ngoài r mở_miệng thịt chó , chúng mày đeo tình_thương động_vật",Hate,Offensive
thuỳ trang lớn so với thằng kia đó em,Clean,Hate
tiền thấy ham,Clean,Offensive
quay lại để làm gì ? ! !,Clean,Offensive
trần thu trengg nhìn cái mặt nguy_hiểm_vậy 😅,Clean,Offensive
ai kêu đi kím chuyện đá xéo minh hiếu khi ngta dell_dụng gì đến mình,Offensive,Hate
không phải khen chứ phim dỡ vô cùng luôn,Offensive,Hate
giày này vẻ chill đấy,Clean,Offensive
cái a nào hi_sinh xe_máy cũng đáng . giờ thì quy_định mới mỗi xe phải 4 bình cứu_hoả loại to . vl mấy bố đầu tôm,Hate,Offensive
đau để trưởng_thành : (,Clean,Hate
đối_nghịch hoàn_toàn với không - icm,Clean,Offensive
ung_thư giờ đó mà,Offensive,Clean
"tôi nghĩ "" lỗi "" "" ân_hận "" "" sai_lầm "" bla bla bla các thứ không tồn_tại từ_điển những kẻ đó .",Clean,Offensive
"từ từ thôi , cẩn_thận nha phương uyển ngọc thúy",Clean,Offensive
tất_cả chỉ ngụy_biện,Clean,Offensive
trương quốc_khánh : ) ) vậy mà bạn cũng đi cãi lại được á hả,Clean,Hate
lê nguyễn lệ quyên nam_thần em bị rồi bé ơi,Clean,Offensive
vậy abe con đỹ à,Hate,Offensive
thầy đang quay tay nha mọi người,Clean,Offensive
con này nó như con hấp ấy,Hate,Clean
༺ mercedes slt . 4160 ༻ phút thứ mấy vậy bạn,Clean,Hate
so_sánh duyên_vậy,Clean,Hate
mong hài coi,Clean,Offensive
tao kêu dán lỗ_đít lại mà vẫn đéo hiểu : ),Offensive,Hate
nhìn thế này mới thấy a độ giống_hệt sơn tùng khác mỗi cái mặt 🙂,Clean,Hate
bts con cặc,Hate,Clean
giờ biết sao cá chết rồi,Clean,Offensive
để em,Clean,Hate
tóc đẹp vai lon : ) ),Offensive,Clean
"anh tôi lương 7 - 8tr đi cx - 5 , ăn cua hoàng đế , ở trung cư cao_cấp , mua 2 bộ robot 30tr : vậy",Clean,Offensive
sao không phải con gà đầu lân ?,Clean,Hate
huy engraving xin video bạn đẹp_trai ơi,Clean,Hate
chào thắm .,Clean,Offensive
hay . vui 😄,Clean,Offensive
mixi gaming hân_hạnh tài_trợ iphone 11 : vậy,Clean,Offensive
kênh mới abe nè ae nhớ sub thầy,Clean,Offensive
nghe sợ quá . thôi đi du_lịch đỡ sợ 😇 😇,Clean,Offensive
"chán đến_nỗi ct đéo cần lý_do , đéo đau_khổ đéo rơi giọt nước_mắt nào . 1 kiểu ct gọi hp vãi loz .",Offensive,Hate
oi troi oi cai mo ba xau nhu quy,Hate,Clean
chị đẹp em hâm_mộ chị chị nói_chuyện nge vui_vẻ dễ rủi,Clean,Hate
dành lũ quan_ngại,Hate,Clean
còn anh công với ghpg đâu rồi . chắc lên cỏi niết_bàn rồi thì phải ?,Hate,Offensive
tết nào cũng vậy . về quê ăn tết lúc_nào cũng 7 - 10 ngày mà vẫn còn thấy ít !,Clean,Offensive
há há há ha_ha_ha chửi kinh quá dì ơi,Clean,Offensive
chị ở xa quá . . không thôi chị nhìn tận tường em xinh_đẹp gái . .,Clean,Offensive
nghe vô_lý nhưng lại rất thuyết_phục,Clean,Offensive
nom tưởng vệ đằng,Clean,Offensive
"chữa_cháy việt nam dập lửa thì đúng hơn . vụ nào trên tivi cũng thấy btv thêm 1 câu "" nhưng do gió to , hiện_trường nhiều vật_liệu dễ cháy nên đám cháy lan mạnh , sau 6 - 8 tiếng mới dập tắt ngọn lửa "" . ngăn không nó cháy lan ra thành_công lắm r",Clean,Hate
thắm thối lồn viết văn dài quá . cần địt gì để_ý cái bọn không biết gì . : ),Hate,Clean
cường học annd hiểu rồi . dm đám côn_đồ tụi mày tay_sai cái lũ lảnh đạo bán_nước đây mà,Hate,Clean
khá giống - (,Clean,Offensive
nó đang giỡn mà các bn quạu thế : ),Clean,Offensive
chính_thức unlike cái page phản_động xàm loz này,Hate,Offensive
con tao khỏi ăn tết vì mẹ nó cắt nó quả đầu quá đẹp : ) ),Clean,Offensive
kinh nhờ,Clean,Offensive
anh về xứ lệ cùng em : vậy,Clean,Offensive
bài mai dù,Offensive,Clean
"đó cũng 1 cách để khách du_lịch 1 đi kg trở_lại . đáng buồn thay . kêu_trời kg thấu , kêu đất kg nghe .",Clean,Offensive
hot_trend nha ce mình khuê huỳnh riyo babie an 🤣 🤣,Clean,Hate
xin video voi ong,Clean,Hate
"trần đần , học môn gió thần hay quá ido tiger",Clean,Offensive
dân indo thì mày nge làm lol gì ? không thích thì câm_họng lại ok chưa lên đây sủa làm con cặc gì .,Hate,Offensive
phong_cách thả rông 😂,Clean,Offensive
"vũ khắc tiệp - kẻ chân dài , đầu ngắn ?",Hate,Clean
"sai luật thì vậy thôi , cái gì đúng thì nói nhà nhóc",Clean,Offensive
"câu_chuyện rớt nước_mắt "" mẹ chị chết để lại chị 100 cây vàng cái chị giàu luôn "" 🤦 ‍ ♀ ️",Clean,Hate
chậm thoi,Clean,Offensive
cái lồn má toàn danh_hài thế này : vậy,Clean,Offensive
"bọn anh này còn bị nhiều , với cái kiểu xem_thường dịch_bệnh này thì sắp rồi , bọn nó còn kì_thị cả đeo khẩu_trang mà , ng bệnh triệu_chứng thì khám qua_loa",Clean,Offensive
"thấy tập này đáng xem nhất luôn á . chúc cô luôn_luôn vui_vẻ , mãi trẻ đẹp .",Clean,Offensive
khiem huynh đọc cmt bác mà đéo nhịn dc cười 🤣,Clean,Hate
tết r mà vẫn chưa tiền thầy ạ 😕,Clean,Hate
ngu còn hay phát_biểu,Offensive,Clean
dự iphone 12 mang thiên_hướng gating gun : vậy,Clean,Offensive
oke luôn anh ơi : vậy,Clean,Offensive
hotgirl chỗ nào . nước_hoa giả hàng face không mà làm_dữ,Clean,Hate
mẹ chị chết để chị 100 cây vàng cái chị giàu luôn 😂 😂,Clean,Hate
quả quần_đùi 11 năm 😂,Clean,Offensive
em tú yêu anh ba nhé : ),Clean,Hate
nhạc dở hơn nhiều so với hồng nhan bạc phận sóng_gió thề !,Clean,Offensive
vay như không ngày_mai ! yea,Clean,Offensive
đây chỉ ảnh phôttoshop thôi bị dân sống tại đo chụp lại bóc mẽ rồi,Clean,Offensive
tân ak xin vd,Clean,Hate
tôi xin video với,Clean,Offensive
con này chắc không gì làm_nên rảnh nên bày ra_tay đôi nói bậy,Clean,Offensive
thôi tụi nhật về nước dùm tao đi,Hate,Clean
"thế nhá ,",Clean,Offensive
minh hiệu đẹp hon mây_em kia,Clean,Offensive
một cái tết ấm 🤣,Clean,Offensive
yến yến cứ nghe bụp bụp 😄,Clean,Hate
nghe vẻ rất vô_lý nhưng vô_cùng thuyết_phục : ) ),Clean,Offensive
lê thu 🤦 🏼 ‍ ♀ ️ chúng cháu muốn hỏi bao_giờ được nghỉ ạ,Clean,Offensive
thế vinh linh vật thờ con quỷ dữ : đ,Clean,Offensive
để avata bít ngay ngu hơn chó,Hate,Offensive
"yun huỳnh chỉ quá_cảnh thôi mà cậu , nhiều trường_hợp không triệu_chứng mà",Clean,Hate
đợi nó đánh rồi lúc đó mới biết tq nói zối,Clean,Offensive
phim dở_vl,Hate,Clean
giống nhau như 2 giọt nước luôn thầy,Clean,Offensive
"các e cứ_việc bình_tĩnh bắn , đêm qua a chuyển_khoản ban tổ_chức r",Clean,Offensive
sống chậm thôi mấy bác ơi : >,Clean,Hate
xạo l,Hate,Offensive
"hasha , đồng cam cộng khổ đó mày",Clean,Hate
dm muốn tán vô họng nó gê . đóng thuế để tụi nó đi nhậu á,Hate,Clean
khôn như a người tày xích đầy ngoài cửa 😂 😂,Clean,Offensive
chuyện gì xảy ra thế ?,Clean,Hate
bon con chau tq lam gì co van hoa,Hate,Clean
vãi cả cái còi ôm vòng theo cái ngực đô con 😂 😂,Offensive,Clean
ở mức tạm được nhưng thích chị nữ chính a cong vc,Clean,Offensive
thịnh nguyễn nguyễn thùy bích thùy việt lê con heo lười ngọc ánh mốt 2020 hê . cánh hoa nhoa . 😅,Clean,Hate
bố con điên,Hate,Offensive
khổ_thân a . nhìn mặt a e thấy ngột_ngạt r á,Hate,Clean
ca nha_oi co 1 ba khung bi tam than . kieu no di_cau an cuc di .,Hate,Clean
nhảy ổn như mạng nhà t_😕,Offensive,Clean
abe 20 / 10 vv,Clean,Offensive
vậy hằng năm thuế dân đóng ngập mặt bọn bụng phệ qh nn kìa sao đám quan không giỏi lấy đó ra quyên_góp đi .,Hate,Offensive
sao tao thấy toàn mất đứa con_nít vào cmt linh_tinh 🤦 ‍ ♀ ️,Clean,Hate
bảo số 3 mà cứ thích bắn tym . anh mệt ông_già nhà anh quá,Clean,Offensive
củ kỉ xấu_xí để mầm chi,Offensive,Clean
"không sai đâu em , cứ tìm_hiểu đi .",Clean,Hate
minx obito khoe phải đến chục trang : ),Clean,Hate
nhiệt_điện . thì tro lò thải ra . luyện thép thì sĩ lò thải ra . khi các ông ký với nhau đổ đi đâu hay mang về đất_nước họ xử_lý . hay_là đổ trên đất_nước việt nam ! giờ biết kêu ai .,Clean,Hate
cảm_giác bệnh_nhân khi biết tin : ),Clean,Offensive
click vào link nào các trò :,Clean,Offensive
cô ở gần con nè,Clean,Offensive
em đứng đây từ chiều 😁,Clean,Offensive
cô gái vàng . : ),Clean,Offensive
"nhưng mang ra rạp thì đéo đứa nào coi , kể_cả miễn_phí chứ chưa nói đến bán vé .",Offensive,Hate
đến nóc nhà luôn rồi,Clean,Offensive
anh phuong trinh chú ca đây,Clean,Offensive
sống chậm lại - ) ),Clean,Hate
"thật . chạy_án nhưng lấy tiền chạy_án tái_thiết_lập , xây_dựng xã_hội tốt hơn thì ok",Clean,Offensive
"nói chứ những ng chống cộng cũng khổ lắm , vì ng ta khổ nên ng ta mới trách , trách chế_độ , trách những ai làm họ khổ . cuộc_sống mà , đâu phải ai cũng may_mắn như nhau , đời chỉ sống được một lần , chẳng lẻ vì mình khổ mà đành dành phần đời còn lại để trách . trách thì đã_đành , nhưng trách thì cuộc_sống họ vẫn khổ , vẫn tiếc_nuối những điều không may đến với họ . ở cái tuổi gần đất xa trời rồi thì hiểu .",Clean,Hate
nói hay quá ông oi,Clean,Offensive
chu cờ mo mò cu,Clean,Offensive
thân hoài thương ơ lạ lol ghê . ngta hay thì like mà tao nghe không hay thì tao dislike không được à . ảnh_hưởng kinh_tế gì nhà bạn không .,Hate,Clean
trung_thu bh chúng_nó toàn rước bcs vào nhà_nghỉ chơi trò ngắm chị hằng thôi : vậy,Clean,Offensive
ảnh đầu ngộ_nghĩnh nhỉ : ) ),Clean,Offensive
nghe vẻ vô_lí nhưng rất thuyết_phục : ) ),Clean,Hate
thích video điện_thoại_vầy nè 😍 ❤ 🤣,Clean,Hate
được bố ưi,Clean,Offensive
giận tím người ha abe 😅,Clean,Hate
năm nay xem táo_quân xong rồi ms đi xem bắn pháo_hoa ôi cũng bận_rộn phết 😆,Clean,Offensive
con nay hun du lam nhin cai mo no không vua kia thay chuoi thach thuc nguoi ta kia 😲 🤦 ‍ ♀ ️ 😡,Hate,Clean
ca_khúc này nghe không hay lắm . nghe chưa thấm được giai_điệu,Clean,Offensive
chăm cmt dạo ghê,Clean,Hate
nguyễn minh nhật bổn bệnh vl thế này á minh béo : ) ),Hate,Offensive
abe ochco = ),Hate,Clean
tus nào cũng thấy ô cmt câu này : ),Clean,Hate
các em yên_tâm bộ giáo_dục quay lưng với các em thì bộ quốc_phòng dang tay đón_chào các em r,Clean,Offensive
"bọn trung cẩu mới vừa ra_lệnh đốt sách bên tụi nó kìa , thấy quen chưa : )",Hate,Clean
nguyễn dương tránh xa,Clean,Hate
nói gì thì nói người_ta cũng giỏi đi = ) ông phân thích được như thế_là ông giỏi đấy thế ông làm theo đi làm được thì giàu thì sướng ngồi phán_xét người_ta làm cái đ gì để người khác học mất đấy = ),Clean,Offensive
"thới giới thứ 3 những người đáng được tôn_trọng đáng được tuyên vương rất nhiều nhưng không thấy ai biet đến bởi_vì họ nghèo , còn nhung thứ đang sống cái kiếp giàu_sang lại tỏ_vẻ khinh người mạc sát nhục_mạ những ai khiến họ không vui thì được nễ trọng săn_lùng bởi_vì họ giàu , một xã_hội đa_số chiếm phần_lớn những con_người trọng phú khinh bần chỉ biết nhìn thấy cái trước_mắt , tôi không hề ghét hay chê bay chị này nhưng thật lòng tôi muón nhắn_nhủ với chị , nếu chị đọc được chị chửi tôi tôi cung chịu , nhưng những gì tôi nói ra tôi tin chắc chị phải suy_nghĩ tới : khi chị len trang mạng cộng_đồng chị chửi nói đôi_khi dùng những lời vô cụng tục that sự rất rất khó nghe , vi dụ vô_tình 1 đứa trẻ nó nghe được thi sao hả chị , e không dám nói chị xấu tinh hay gi cả , nhung e dám cam_đoan nhung loi chị chửi nhu vậy đa_phần những phụ_huynh cs vợ_chồng đàn hoàn họ rất sợ thậm_chí kinh hải nhưng đa_phần họ không nói ra , không phải họ sợ chị đâu mà họ sợ khi chị thấy được thì luc đó chị dùng những từ_ngữ gì để chửi họ . chị oi , kiep này chị giàu chị đang thừa ăn mặc , chị đep nữa thì hãy trân_trọng những điều này va cố gắn làm_phước báo giống như những gì chị thường làm mà e từng thấy , để kiếp sau còn hy_vọng minh sẽ được hưởng tiep đieu tốt_lành . em vi dụ nha , hiện_tại chị đang thừa tiền lắm nên đa_phần nhung nguoi gap chị đến với chị toàn những gì họ thấy lợi họ , nếu lỡ mai_mốt chị nghèo đi thì chị được nhu bay gio không ? e rat nễ các a chị nghe si bay giờ , co rat nhieu nguoi nghiem ra được cs vô thường nên họ rất sẵn_sàng sống chậm đi , sống không ồn_ào , sống biet chia sẽ , sống đạo với đời . đó chính những gì lâu_dài mãi_mãi . . cuối_cùng e chúc chị luôn được nhieu sức_khỏe mãi luon xinh_đẹp",Clean,Hate
sống chậm thôi 😂,Clean,Offensive
nhiều c phải nghĩ l bạn ơi,Clean,Hate
"đền , miếu . đâu phải cứ muốn xây được đâu . theo tôi thì bác linh sai trước vì không am_hiểu luật_pháp , bác có_thể trùng_tu cải_tạo thì được còn việc xây_dựng thì phải dựa trên nhu_cầu tín_ngưỡng người dân xung_quanh được chính_quyền đị",Clean,Hate
gã tâm_thần . răng long râu_rụng,Hate,Clean
nghe cô bé này nói hay quá . đúng học_sinh cần phải được tư_duy . thích nhất câu : học_sinh cần phải thoát khỏi sự dựa giẫm vào bố_mẹ . phải biết tự lo tương_lai nghề_nghiệp mình . ❤ ️ ❤ ️ ❤ ️ ông bộ_trưởng giáo_dục không bằng cô bé này,Clean,Hate
xay bột nữa đêm cuời xĩu .,Clean,Offensive
xinh quá chị ơi,Clean,Hate
"hưm , năm cuối rồi 🙁",Clean,Offensive
hào nguyễn xin video cậu êy : ) ),Clean,Hate
"sao mv lần này không ca_sĩ gì mà cầm cây đàn dài_dài đứng nhúng nhúng ta , chắc ca_sĩ đó nổi_tiếng quá lần này jack không mời được chứ gì , giận jack ghê",Clean,Hate
lấy bài này làm đoạn mở_đầu vs khi kết_thúc stream đi a,Clean,Offensive
tao khép đít lạy mày !,Hate,Clean
biển nhiều múi qua nên mặn cá chết thồi = . =,Clean,Offensive
mẹ . mày không phân_biệt đâu tài_năng phá_hoại hả gin tama ? ? chẳng lẻ mày giỏi hơn thằng khác mày phải giết nó rôi mày lên làm_chủ ak ? ? còn gì luật_pháp hả mậy,Clean,Hate
cai mieng hay la cai ong cong vay,Offensive,Clean
ồ ông còn sống à . . ?,Clean,Offensive
thế tắm trước đó không ?,Clean,Offensive
vui mà : ) ),Clean,Offensive
lại thíc như mấy thanh_niên hàn :,Clean,Hate
mieng c qui nay chac co doi không,Clean,Offensive
🙂 🙂 gửi mấy con bò,Offensive,Hate
ưa đập hi,Clean,Offensive
"ông dần tôi hơi hột phép với ông ổng nói như hài chứ lũ bán_nước , nước đâu mà về ? về với nước bên kia thế_giới ngàn_thu thì được ?",Clean,Offensive
"báo_cáo thế_lực thù_địch nói_xấu tổ_chức , cần bao_vây vô_hiệu_hoá ngay ! hehe",Clean,Offensive
chắc anh tính làm vlog cách_ly lên không dùng fb nữa ấy mà,Clean,Hate
"ông này tốt_đẹp gì , đi_đêm qua_lại giữa mỹ polpot , ông ta cứ xoay giữa hai trục mỹ polpot , gió chiều nào ông ta ngã chiều đó , ngư ông đắc lợi . cái chết hàng triệu người cam ít năm ngắn_ngủi polpot cầm_quyền tội rất lớn ông ta .",Hate,Offensive
pha kéo_chuột huyền_thoại : ) kẻo tràn data 🤣,Clean,Hate
đuỹ nào thả thính hôn,Offensive,Clean
"nghe vẻ yếu sinh_lí , nhưng thực_ra yếu cả văn sử địa",Clean,Hate
"mày lảm_nhảm cái đéo gì thế , sai lè còn cãi , ở việt nam ! cái hay nhất nhà chối tội đổ lỗi thanh_minh , từ thằng quan tới thằng dân , sai lè thế kia mà còn lái đi đâu_đâu để cãi , chúng_mày vác cái đth sương chúng mày , còn dân việt nam ! bên đó với nhưng ng sau_này sẽ qua thì sao ?",Offensive,Hate
nguyễn đào nguyên sao bênh nhân số 17 công_khai tùm_lum hết vậy ?,Clean,Offensive
"đang chuẩn_bị họp , 1 ông người tàu bước vào phòng , búng tay cái "" póc "" 10 thằng tàu nhỏ vác 10 cái vali tiền vào phát 1 bộ_trưởng 1 cái . "" mấy lỉ ăn đi im mồm dùm bọn ngộ "" !",Clean,Offensive
nó bị què không làm thế đi kieu gi dc,Clean,Offensive
duma . nhỏ cà_chớn lớn cà_khịa @ @,Clean,Offensive
nhờ công thầy mà e lên quá luôn lên nốc nhà đó : ) ),Clean,Offensive
tụi học_trò vô văn_hóa,Hate,Clean
mấy đứa sợ thì thôi đừng đú trang_chủ liên_minh nó đưa ra mà sợ còn mấy cái link ngu thì lại vào,Clean,Hate
trên bờ thì hít khí bẩn ăn hoá_chất nhé,Clean,Offensive
ai tag hộ ông em nhimsmvp với < 3,Clean,Offensive
"ông xạo quá đi ông ơi , nói_chuyện tào_lao , già rồi sao mà xạo dữ_vậy trời ?",Hate,Offensive
trấn thành đẹp_trai đụ hariwon,Hate,Offensive
ôi a dg nhai bcs rùi đấy,Offensive,Clean
nghe rất vô_sinh nhưng lại bầu,Clean,Offensive
dân indo e thì từ sau vụ lùm_xùm 🤣 không nghe nhạc cả 2 người kia nữa,Clean,Offensive
vũ khắc hoàng nhìn mặt anh độ hơi dâm nha mik mik thik,Clean,Offensive
"mấy a dlv "" chúng_mày làm gì tổ_quốc "" đâu rồi . ? ?",Clean,Offensive
dể thương quá,Clean,Hate
nhìn mặt tao xem giống muốn đeo khẩu_trang_k,Clean,Offensive
nghe ông trần dần nói vui hơn được chơi với trẻ_con . cố_vấn thế quái nào để tổng_thống mỹ loay_hoay bị_động với corona . rất mong ông trần dần sống_sót qua bệnh_dịch về vn làm cố_vấn tối_cao cuội .,Clean,Offensive
tổ_quốc ghi công,Clean,Offensive
tao lại nhớ trần huy hốt 1 đống 💩 vào đêm hôm ấy ở penang 🤣 harry hoang_my trang bui hoang 🤣,Clean,Offensive
15 : 03 cuoi ia,Clean,Hate
"kim ngọc . mình nghĩ bạn í cũng không biết mình dính , vẫn đi khám tư_nhân mà , nhưng vô_tình để lại hậu_quả nghiêm_trọng",Clean,Hate
hài vô cùng luôn . buồn mà xem video thầy muốn tự_tử : ) ),Clean,Hate
moi lam tu thien . ma chui nguoi ta . coi chug chet đoc vy hen con beđe mat nhu đau trau,Hate,Clean
phuong tao nguyen_chuột xấu_xí shop max thẻ nhận ra mai luong vào hoang vy bui,Clean,Hate
vâng . dân địa_phương : vậy xác_minh thật : vậy,Clean,Offensive
1 lai nha,Clean,Hate
nhiều thằng mồm thì đòi cứu cá mà tay thì xả rác ra biển thì chả ngộ : 3,Clean,Hate
tấu hài cực mạnh từ abe : >,Clean,Hate
nguyễn văn nhã be_bé cái mồm thôi bọn châu_chấu nó có_thể xuất_hiện bất_cứ đâu nhé = ) ),Clean,Hate
chi oi cap chung dai e no bu co cai thao lam nho duoc không chi,Clean,Hate
ai đang bị ung_thư đăng_kí vô . nguoi nhà_lãnh,Clean,Hate
đeo khẩu_trang zo đi nè,Clean,Hate
- _ - rủi thiết_bị giám_sát hay dtdd nó quay lại cảnh csgt ăn bánh_mì rồi nó giá vờ kiểm_tra lấy xóa thì sao ?,Clean,Offensive
trần huỳnh như bạn dơ quá đi 😅,Hate,Offensive
"nguyễn tấn đạt những người cơ_địa khoẻ họ ủ_bệnh lên tới 20 ngày có_thể hơn nữa , mình nghĩ không nên chủ_quan cần theo_dõi thêm",Clean,Offensive
ngoan thực_sự,Clean,Offensive
top1 ca_sĩ nhưng không biết hát : ) ),Offensive,Clean
okie abe : vậy,Clean,Offensive
